Data Source,Indicadores del desarrollo mundial,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66
Asia oriental y el Pacífico,EAS,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753219624757.29248,834843154498.65833,935952546186.30566,1040675259487.2905,1174778062972.0085,1381507391811.2952,1749253135754.6335,1888273565406.7795,1813712863637.092,1514387254621.5681,1623582184058.3511,1958653989383.3816,1814562982965.0708,1877512908306.031,2275208801854.5459,2838699420345.0835,3311553998726.147,3800407361245.5229,4405163546846.8115,5141184262928.4512,4273621068557.4805,5546704297172.8096,6778971607576.5488,7153774810864.0615,7435226358965.0146,7570652788830.6465,6811618797457.3398,6649438592230.6494,7479825879893.3809,8391661379312.1816,8168813363173.1299,7472437343794.8184,
Europa y Asia central (excluido altos ingresos),ECA,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156018394254.75757,205277265836.20499,231259594060.97235,251689971113.95065,232905281906.91199,187819434425.25467,223843063765.58771,230021950290.56937,258629428124.14804,340808689726.10059,446372492145.47693,552159669889.61377,708445564853.34644,939713231137.8446,1194049225984.0134,823699857066.69775,1002166976754.6157,1271205242639.4436,1330731021668.9429,1402567115734.3345,1307101272059.1448,989473201767.51184,970304722144.20129,1146256348603.6072,1233278397308.4417,1258945636203.0396,1107780969215.356,
Europa y Asia central,ECS,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,642776082248.23962,723264777939.59583,849069959878.05542,1118053840492.7288,1368947971690.9077,1309613439682.7781,1259077500817.1553,1180457479648.4285,1196061689484.4309,1239976207604.4607,1463961818047.0518,1778240063880.6135,2020450526112.5933,2207617297461.2671,2720383048607.8623,2785368747186.6626,2972318441111.8408,2706784151675.6987,2852542722145.5591,3470160309137.5322,3606702889097.9741,3622981277395.6846,3797814611330.3267,3890780175509.4707,4158848729580.0195,4139100138302.6157,4328159659615.5112,5178070265114.0156,6378457956062.3369,7265454928686.3174,8561149537623.3066,10512953118720.865,11591883604215.547,8717637128983.6055,9584248794057.5586,11211233234739.775,10705711113569.74,11085906673728.752,11341779913135.014,9917145758837.332,9979600273743.7188,10934986811089.215,12097447888098.973,11916129412610.545,10736457392365.473,
Ecuador,ECU,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,1469100000,2005800000,2482600000,3133000000,3646800000,4018000000,3936000000,2825000000,3264000000,3335000000,3300000000,3789000000,3439000000,3702000000,3754000000,4256000000,3995000000,4907680000,5893690000,6736470000,6239320000,7252600000,7989290000,5591570000,6402600772.8714399,8023548949.1749802,9095020586.4229507,9545793723.6519394,11591470517.522268,13879985184.7117,15863128166.577839,17924251012.490501,22687458583.03558,18356204362.633968,23750314033.80101,27876789860.645939,29104455718.183239,31049590118.647682,31840696163.131832,25764004481.918392,21475562381.267223,25523914905.541538,29358946286.631741,29115432439.644669,22780263911.614681,
"Egipto, República Árabe de",EGY,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,5801357012.5640011,6702699957.0736361,8195142868.8502111,9745714299.1581535,11302571443.843727,11552428587.050589,12098285730.467529,14268000008.09515,13451000000.000031,11308714285.71427,11819714285.7143,13236142857.142799,13512090909.09095,15969000000,15338000000,16565000000,17257000000,17756000000,19123000000,19809000000,22111800000,22184000000,22661200000,23878000000,21881200000,20473600000,20494100000,27733400000,35786500000,42374800000,55617500000,68999100000,56910100000,66307700000,68075800000,75596900000,72685700000,80976500000,73277300000,73019900000,76323300000,85716500000,91591730000,84042420000,
Zona del Euro,EMU,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,368355206471.96661,415025336731.13782,467935693546.7796,550617406041.27515,724890516965.57019,889094680265.41553,835992764002.89478,795842085653.06799,742918330339.1825,744845123534.80383,773503510203.42603,927310678319.98071,1143416039829.4766,1286761356697.7493,1409314346919.5159,1794101408842.3811,1902783965179.4246,2074952845794.7664,1842871423930.7434,1925932362312.5962,2335572636441.9951,2366443396565.0103,2339901787120.1436,2501015229455.585,2584890173105.0835,2701743545754.3721,2683673269381.7856,2814995196667.166,3391094219954.1235,4166368517615.9932,4651429437565.9961,5386758890632.6729,6569280398845.8711,7234758219203.377,5578819526675.6504,6047956165961.6826,6997571363304.2754,6517940403745.9863,6736570699764.5186,6985897917250.4609,6190899622638.9121,6283151596806.459,6847317570525.5557,7605916250731.2197,7467379538923.0498,6802390876263.1875,
Eritrea,ERI,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497734193.96691102,621583796.38981032,635282322.4592973,702578526.56656265,616899942.45626831,510288498.71134043,,,,,,,,,,,,,,,,,,,,,
España,ESP,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,18514352662.735058,19981843083.560581,20743115580.151802,22469598324.377369,30648560430.622692,41089031079.000366,41011260746.494278,40590206147.308517,36604388877.097015,35869380212.359688,36775818952.000763,43544353862.101921,60296482313.64106,75379660365.419052,87716119453.864151,112219363457.37291,122956421941.15451,137024065915.97699,111378667790.57799,124139007574.71761,154607251706.35928,167472214990.98859,169501706075.61578,186102971279.50299,205914016975.9711,216258753211.09848,223245940485.36942,237697127692.1181,294192645366.98853,363334624874.82043,407429446226.88129,479905234140.61969,593272972248.24097,630254211756.021,457897879210.14197,475548827110.82227,533699894478.198,463940417460.00079,474463315601.80066,491050843546.01294,426839744187.95563,429187265486.05701,481594677078.11688,535891432816.27417,518137389932.22498,430641972474.42511,
Estonia,EST,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725102827.32382691,1256766180.536705,1873898401.4875185,2561095751.0568619,3157704248.929625,3890902079.7718072,4225123357.9749527,3764092604.555831,4007027098.417747,4515958645.6204758,5344313575.2509422,7279243872.8235836,9462798430.1724205,11233070089.338591,14533407011.562031,19221330573.605888,20237307300.991211,12659647032.868259,15563229142.75386,21380505926.748817,21686672546.045959,22744912967.598873,23130135863.950592,18458110675.833038,19519475545.59227,21397463322.406601,24211746085.873741,24119591870.578648,23753671716.157539,31872772303.408398
Etiopía,ETH,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,575555555.83360147,600144927.82615674,710628019.66697049,871400966.60454178,849661836.15925658,915024155.03141296,992802321.54676449,1088502415.6967061,1151159420.2898581,1265410628.0193212,1299033816.425123,1358888888.8888857,1226280193.236712,1348647342.9951739,851884057.97101462,1465122898.55072,1083400000,1310628056.4272339,1532772681.619092,1427739999.2074838,1461395004.7214975,1879587692.4291828,1903910341.0038142,1673005030.1244051,2195627507.045629,2070601364.606987,2646767803.0608068,3787113213.3615837,4942723244.1898727,5313952414.6540966,6941457989.0486755,9633796555.8282566,9086141559.3290119,9985734665.4633522,11857358313.602636,14235409428.117838,14389951129.046047,18390223632.763248,20172207935.886795,20421737891.194901,19810234969.646435,20329188562.700535,19893023951.128685,17843281624.544205,
Unión Europea,EUU,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,436873644078.88684,493086010938.73389,552476944519.46936,645884976860.85181,846598005547.57544,1027494645734.9917,965891371689.32385,917802229812.13855,861781529643.2373,866426186510.58447,899160330986.13123,1069310206774.5908,1303686681534.8027,1458159555602.6321,1591452267677.5388,1997001979777.6121,2097995846597.3369,2288586294590.7871,2050624444185.7515,2155398297870.1194,2636817972259.2817,2700855269952.8628,2655595447950.4116,2827473957124.27,2909426619028.0127,3060865750112.3179,3042798516012.9746,3205222067683.8975,3873866177492.459,4781564971188.3213,5359551196949.0723,6233719898321.2266,7649452043445.668,8483467601661.1621,6505491558168.2764,7081678696987.3828,8198457991181.8428,7654674655234.8848,7910034953575.5088,8212345126432.1445,7267455708580.0146,7382291697855.3105,8081019159510.9814,8991215854180.0176,8838656866323.9785,8083694390065.3193,
Frágiles y situaciones de conflicto afectados,FCS,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126888162171.69139,146491114260.78787,174927208706.28152,222713187041.74725,260827197093.8356,328556789581.03308,408090335272.10742,370289097124.36694,430325073146.77997,492355951298.54883,544097358348.86914,566152552909.15381,551743172024.47363,458917829357.83923,366921633914.57526,401568007661.29315,470337060381.18304,525332650492.39655,407393467041.92377,
Finlandia,FIN,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,8848956975.4116077,8752494039.7406902,9266757589.9910069,9863807948.2439613,13775806541.721241,18620498434.03981,17626381828.251621,16929719896.80772,16210719457.912069,16246380836.001881,17414908202.554161,20056052766.440048,25330681397.38158,30325785224.830048,34570804230.19252,40360866179.816772,35211837069.761917,34175554990.874561,29626245471.943459,35164292196.601791,44221845738.348274,43946223103.171997,43717093615.445961,44022990709.723701,44387318677.655739,48795803071.588547,47381406330.651802,50323338344.62117,62977304772.051697,74808385228.593903,87350980603.635803,103308096735.20509,125974217998.7558,144943860897.2955,100725353880.89551,109507196613.91629,129749094228.63501,123909405189.74261,123705725069.61359,123343719465.40739,99546368237.447906,103615365075.54131,114139821817.77011,128857003527.1794,128829156643.4257,113875075879.44791,134127767304.5457
Fiji,FJI,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,546818655.78551638,656568703.44428301,754458161.41079783,654352376.13189662,600813946.95237088,568152497.85062242,558361296.62975013,586300672.59996998,547811580.90082753,633941420.83889389,791056179.7752825,974266919.51448894,910909944.20752788,922227846.80989099,1054304292.1308233,1191360027.3200691,1254681204.0767989,1344402479.8688841,1323705127.5390913,1077150215.1683161,1125899600.1777029,1134757571.1630917,1145756091.9079754,1145644653.7653742,1554287415.83498,1907020817.2464519,2038552631.2362332,2268093963.3715811,2254658702.2598629,2764011724.9885874,1783393671.4749982,2186071388.4514728,2682500745.6056824,2771241153.3682818,3077236709.0847654,3125643393.471992,2797367437.52038,2842289107.9211059,3233451769.0569458,3520937514.1391821,3719321879.5392208,2308803299.9248948,
Francia,FRA,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,68020902648.714714,79217548672.457825,88249322807.992203,103910811996.21494,136073801351.8528,172577050868.16199,169674068075.5412,161325758928.311,146779719437.93109,145784324050.48849,151707701503.96069,180819421230.86191,220039305449.215,247610517502.63501,270289293269.02112,342815481779.50378,358078636514.1955,393928232290.19458,369222185363.40698,329551566792.45801,387891911137.41473,384440403818.37103,373373742934.23022,403817096031.3374,419115632987.26782,437624258938.69965,435679531414.40411,456274182788.32477,545262445216.034,650606239098.75806,728975840678.45496,830678883053.38599,980996140953.87708,1090402129004.068,849314533943.53491,903567437833.82703,1039119472664.345,986440144083.64697,1012602059826.954,1036687795442.0261,914868527030.25696,917888690627.724,991405181231.67603,1100991125369.9731,1071213610985.803,924460311670.46997,
Islas Feroe,FRO,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547240000,628210000,678990000,660060000,676950000,906720000,808229494.24808884,982532464.3856113,1125156636.7908001,1465542393.818253,1516381752.9105661,1262318511.8003311,1237331368.7048221,1460166176.472867,,,,,,,,,,
Micronesia (Estados Federados de),FSM,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250156200,252716100,266578200,279199800,272506100,259259900,,,,,,,
Gabón,GAB,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,1366682875.7748809,1665556888.8091011,1925979062.2016702,2064575133.7751241,1982068188.4486871,2056756377.913846,2023541621.468194,2185846779.0730929,2126472556.31934,1742882782.0964789,1894924878.9775851,2000230091.2681921,2448388588.9484282,2385265936.3830562,2680098129.176558,2526110622.6077251,2113274633.9876199,2421527553.6211901,2683330033.7733669,2737738308.1743999,2725878740.138381,2426128156.4768419,2477238446.4776778,2212732324.9133368,2181681113.2821093,2445767777.6344371,3128460199.6682081,3386896487.0204554,,4117842743.7534499,5109302739.5018797,5703766006.6205406,6762655203.2768002,7665284458.8159904,7731214900.1182404,7633207258.8441544,6887457550.1162863,5264760491.8210325,,,,,,
Reino Unido,GBR,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,28802376998.421749,32006589926.92738,41315900021.359039,55209037596.967484,74529618928.407303,76413998999.817505,78001440947.444,88886296514.065796,106985589647.5927,150111781262.52921,189683207044.255,193847916210.42908,194105811517.14111,177682884463.37781,186221473452.52539,191704512585.01611,211054614234.3338,259217621684.41919,319834102568.50549,354195194102.19995,409080295492.66504,390306883806.70203,384215950732.25098,364933529770.41302,392958128532.992,462585966608.45996,498908791526.16699,532805772467.72998,548359979520.19598,606548649397.91602,649338223117.58606,645360529943.03503,650854744836.75195,723606606388.17493,879382690935.29602,1018778680079.083,1258925817795.4111,1487042578922.156,1437559193697.0149,977367029033.08704,1024804483357.626,1167920706055.947,1151862626775.2969,1180614174402.6831,1226272430808.4761,1127007271198.54,1069297834790.2891,1123004184359.99,1255240292287.842,1213585232584.26,989315186390.65308,
Georgia,GEO,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471800000,1392400000,1151900000,1419546356.5900002,1441102734.5900002,1586137047.96,1995079678.1599998,2649969584.8400002,3469824653.25,4556359216.25,6325674012.75,8115821306.8500004,5780932588.6999998,6887972932.1100006,9171669276.4899998,10388909020.450001,10500798531.445,11275362076.449999,9839227000.3999996,10103396629.540001,11268462567.23,12733637262.76,13252485507.59,10663717029.379999,
Ghana,GHA,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,922344100.98887658,994831442.98879933,1158622594.3701544,1101582667.44754,1121418651.9999394,1263500000,1335600000,905134570.60987699,724064695.08012295,812800000,952300000,1081150000,1327800000,1393300000,1410200000,1582500000,1745352000,1972600000,2278400000,2108600000,2262400000,2538850000,2645024000,3814030000,4072700000,3473418269.3024001,3698590520.2519999,3516927670.4832001,4357168293.0441303,5621405835,6850783643.3479099,8487124097.4771204,10509954672.372492,12695119187.775629,11709779000,14560070000,20789621764.504299,24184331754.709801,24133966968.850632,21075251479.442051,22279165582.73024,21996492910.414001,25172990000,27740645304.692413,31343329905.241753,28682367748.321541,
Gibraltar,GIB,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,716610000,663030000,883820000,969770000,1114500000,1224080000,1079770000,1010000000,1131130000,1108573000,1053230000,955400000,1088246350,1052962179,972879635.34608996,969745217.02265501,1026261145.7489878,1048762042.588001,1000720000,1079160000,1298250000,1636880000,1911450000,1581210000,1892490000,2828810000,3289260000,3272910000,3151085594.6136751,2873941802.0197248,5327130627.952095,4337890000,4434020000,4520970000,6490830000,
Gambia,GMB,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,117511951.43102948,144396165.32281187,189066382.56525657,152454296.91413859,135143604.94920301,129137986.3763679,102622556.55529003,99339410.283326417,77001391.328365162,161981225.67689201,168351035.6998961,177863156.5929206,211947157.91951782,244164160.305742,258807754.35164931,285511327.20165515,251460821.80735892,239702066.45685056,299469026.36061484,285488472.41058016,,,,,,187349702.20474571,276433479.98257309,305046703.52039009,358678423.59319031,415695296.7221244,398255082.52607441,362094658.34069872,340257765.61474353,418369020.81410021,441982726.30623877,398307970.05098063,478965696.55869609,428303829.36369312,402819526.50729048,593602907.51760006,722441537.15073562,668267342.91144717,724946190.10387003,781824557.87605953
Guinea-Bissau,GNB,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,82900000,76400000,86000000,90500000,82100000,77900000,95900000,124341000,110452000,127787000,138853000,103939000,107180000,110340000,104700000,102940000,,,,104562037.6838958,96027450.182342902,112419072.1192046,138114325.29356599,156923031.51113334,175752033.38306937,246481542.85606968,298853336.83187962,308952617.1889891,314651905.90316159,373685002.44909137,290530687.9289583,288313981.06126851,356248489.20804429,365950934.53436363,233715350,478722533.05813032,565778294.64652503,554492239.76267326,480769924.61816907,
Guinea Ecuatorial,GNQ,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,95056653.911668986,113121374.81819984,83389679.963510692,99182858.726936892,117887931.70796758,96096667.625789151,98858401.591860875,69518504.259797201,221142638.68644282,521801841.22632492,,,,,,,,,,,,,,,,,,,,,,,,,
Grecia,GRC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,5941000000,6832000000,7842000000,10731000000,11670000000,12828000000,11382000000,10811000000,11097000000,12053000000,11948000000,14474000000,15985000000,17729000000,21588000000,22311050000,23943000000,21499000000,22732000000,27707000000,28970000000,28441000000,,38936216307.471916,45382755062.976341,44924978104.112129,44645472905.339287,56872994993.646561,70338045469.432037,77684728975.120193,94482374626.2397,120071182749.2912,143526607926.1124,103167376172.0979,96178793859.533813,102144295556.60159,76692579258.063599,88810991557.821884,91491814024.046432,72055785753.470901,69795832020.764679,79938077969.708099,94995069455.887329,91912671135.019043,79279153255.638031,
Granada,GRD,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,33092592.592592601,40351851.851851799,55662962.962963,63059259.259259298,75759259.259259298,82900000,79800000,72400000,89729629.629629597,113177777.77777737,123462962.96296337,128888888.888889,140592592.59259301,153181481.48148149,159803703.70370406,147370370.37037045,170474074.07407463,174344444.44444463,187566666.66666627,214174074.07407451,234251851.85185209,280548148.14814782,296918518.51851863,348968148.14814758,325384518.51851881,323800985.1851849,365688392.5925929,390002339.62962937,435875706.29629648,444536133.70370382,491137253.70370388,502527408.51851839,432148021.48148167,426598299.62962931,433038402.96296257,436963677.03703678,455915278.14814776,588833418.21034253,636734566.67886198,638727857.890028,753003851.27640009,813912337.815014,862267085.87117004,676197378.23295128,
Groenlandia,GRL,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,1500700000,1735200000,1884200000,2107100000,2189500000,1774000000,1459500000,1667300000,1457300000,1295900000,1803100000,1939000000,2071700000,2028300000,2196100000,3063200000,3149600000,3385100000,3933300000,3810200000,4504300000,5322600000,5297100000,5990600000,6470102104.8550797,7336535068.4013395,7798798085.4287596,10711300000,11886200000,13827800000,15910100000,16189769200,13378670930,15750592390,18708833140,19376937190,20275078130,21269077300,20717655950,20367356590,22024444960,23580016130,23934824020,21717071530,
Guam,GUM,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,369098039.36043036,336862745.2301417,398235294.27381772,538235294.32871962,556124444.64217699,397910684.45975024,381687665.80315042,345634062.63016915,353428851.20863098,,,,,,,684050000,738730000,779710000,838200000,797700000,854300000,798400000,769000000,813100000,802400000,772500000,757300000,842775600,960271000,1126974000,1303123000,1704863996.9946771,1508501480.4928577,1814134531.2890308,2265493433.9555101,2549926574.2879,2402777623.3162599,2245833940.1327991,1821380250.3690705,2026191992.8898764,2356389752.2369728,3359326746.563952,5169121608.6320047,3986323919.3236732,
Ingreso alto,HIC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,919245289568.63843,1054674103286.0839,1208996206204.9866,1432334925608.3989,1848706568464.1255,2244248316887.9292,2285409406898.2227,2193557088540.772,2139755838538.28,2292848863054.8174,2327327572158.4199,2638714146076.4419,3119785941792.7471,3563866351013.1704,3905195231166.4077,4547113654452.8691,4668032926318.6455,4936300954508.0518,4760901485729.125,5186301574940.1436,6174769931580.1953,6470180195347.1318,6650576642195.9512,6717531411642.96,7152923929814.2637,7998518172476.2412,7619069734049.5488,7827551962337.9023,8977206872118.7695,10888283990357.838,12443730166049.594,14448065670490.59,16973154599385.898,18514680156273.656,14274940688486.414,16235621773198.234,18835934243487.312,18621984913791.023,18972379026636.102,19557837683836.258,17664232360949.078,17532026981336.064,19093159356909.691,21050388144976.656,20740796892323.551,18595594789083.422,
"Hong Kong, Región Administrativa Especial",HKG,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229059218454.1232,221941585848.5415,262211881663.4577,244478162870.3479,246974697000.64371,268266861834.40158,318051747414.30573,364743367136.48126,417143371718.93109,480919889289.36902,509711990273.276,459586360393.73547,570834754985.30896,648718433774.25598,700819432634.70398,756693422968.40601,776294017430.64404,757374596234.05005,748748309096.19604,808812977967.52393,872850871414.75208,834633074838.0271,780528778446.10803,
Honduras,HND,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,473299999.90191543,480650000,581350000,736650000,881000000,1071750000,1305750000,1233400000,1041750371.000035,1078650000,1259600000,1289999221.400034,1300299316.13692,1321720736.6800001,1394171878.1719401,1448066491.1327901,1384300000,1425100000,1576800000,1713100000,1900200000,2110500000,2545600000,2793100000,3080900000,3247700000,3739719526.8800001,3854753137.3733001,3891199320.9156098,4364716077.4349108,5273928948.914257,6016380352.934597,6989759888.7532511,8428847232.614439,10116578816.129404,7512940877.1953783,8678600675.598772,10836499712.661341,11597494314.38656,11474867770.94766,11825581729.51613,11808837044.604561,11502410434.77343,12395503558.33263,14117486754.33515,13925822202.36799,11703403850.88912,
Países pobres muy endeudados (PPME),HPC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,22378536752.039021,25598846931.56863,32023602485.257942,33324196148.016079,28830494296.811428,27368344742.653004,26799443685.588749,28798017412.308365,30443557163.290607,31940744268.754215,33273682729.671375,33294750688.582539,37178774274.356308,36839117365.691956,38213916291.374306,36642452211.239815,37167855127.139847,42266877356.555038,45820190594.324745,46084681880.019127,49606695788.889473,50076521755.440361,51256249621.844559,54557667208.181908,57920575010.865929,65130146678.155624,79577379279.972565,97974481375.037323,117118277292.71472,143660030624.80164,176778314679.83603,157948521350.47693,184962591852.97925,223080994496.88617,241040442486.26462,258110493773.45483,259501295699.9176,243487388119.03934,232872076523.15552,249323962631.25937,274625505548.10971,278161040630.72156,252733819997.59177,
Croacia,HRV,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6014826955.1367235,7223900404.383872,9399854534.9591713,10222149622.424025,11772058697.599773,11101558450.46546,10506118227.900517,9342741132.7989445,10748938469.357096,13254085840.283283,17830547627.05048,20578725216.359108,22651262684.636253,25948257816.382591,31136271017.42366,37299362494.781548,27468613293.731979,25880861834.295429,28747551004.67466,26407466380.656807,27084836556.845039,27538261939.611847,24021846855.951122,25497414116.15757,28623776792.894798,34410716941.206062,34919970594.20903,29839022216.456493,
Haití,HTI,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,78940000.015788004,85239685.895003676,100559999.93251739,138739884.95988363,166860000.03337201,219580000.04391599,276400000.05528003,325800000.06515998,343960000.06879199,498360000.09967202,533800000.10676003,488700000.09773999,516119988.61322397,549520000.04579306,581979641.01003695,493376982.47609401,527800622.39499998,514344936.76719999,478318170.45547003,539700000,551900000,260640000,303300000,246580000,832300000,791840000,904700000,1051560000,1264730000,1377910000,1325360000,1263710000,1431270000,1573890000,1887920000,2155780000,2404040000,2876253670.8495903,2822545049.4395204,4297737219.2072506,4436681862.36057,4199308308.9366193,4457607255.5823145,4767746435.6880302,4517579401.9225407,4422980777.8725405,4949587632.7607899,5644636557.2257299,5182661796.6036606,4227458342.7491598,5240926465.1805534
Hungría,HUN,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,10374100307.26741,9920965336.296793,9850983466.8806934,9914903211.1318207,11627972940.39233,11975101415.514881,11964959579.872,12732953807.16683,12723881332.60475,12998816112.552681,14432281869.712139,16414550902.00108,16403873788.077221,21080283736.80867,22775034118.540329,26520312242.691208,31096771765.871403,33012350083.98959,37614016202.545609,40324667955.723724,46108569032.492157,58464385647.900116,75878206513.875229,89708519385.176804,101616622264.5137,131582764402.36401,153194316768.91089,117117161359.29451,125347368658.5471,136433202287.0457,123443808020.36079,126704059341.66229,134112330040.5379,116003871175.51289,117707129944.13101,134404171155.2429,147907347862.81671,152414075416.4447,143105711909.4653,
